Location Lat,Location Lon,Status,Business Name,Category,Confidence (Distance),City,Country,Google Maps Link
49.1575018,-121.9585057,Identified,Homemaker Discount Furniture Outlet Ltd.,furniture store,Nearest Business (87.0m),Chilliwack,Canada,https://maps.google.com/?cid=16380117250850455011&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.8311499,-119.6263899,Identified,2423 Apollo Rd,misc,Exact Match (100%),West Kelowna,Canada,https://maps.google.com/?cid=11856243786997090540&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.0443806,-122.2809392,Identified,34077 Gladys Ave #120,misc,Exact Match (100%),Abbotsford,Canada,https://maps.google.com/?cid=9044530214707025940&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
53.5407041,-113.4943951,Identified,10117 Jasper Ave #606,misc,Exact Match (100%),Edmonton,Canada,https://maps.google.com/?cid=251660359774384111&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
43.671966,-79.3780757,Identified,365 Bloor St E #800,misc,Exact Match (100%),Toronto,Canada,https://maps.google.com/?cid=10524434690930878474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.2597161,-123.0436942,Identified,2920 Virtual Way,misc,Exact Match (100%),Vancouver,Canada,https://maps.google.com/?cid=854232682247703475&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.3133396,-123.0855833,Identified,BCIT Marine Campus,university,Nearest Business (81.9m),North Vancouver,Canada,https://maps.google.com/?cid=6574391185487333377&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.27868429999999,-123.0983551,Identified,235 E Georgia St,misc,Exact Match (100%),Vancouver,Canada,https://maps.google.com/?cid=3341101021576742006&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.1053585,-122.7351875,Identified,5669 176 St,misc,Exact Match (100%),Surrey,Canada,https://maps.google.com/?cid=18403117023254747405&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.09012689999999,-123.1641687,Identified,2194 Westham Island Rd,premise,Exact Match (100%),Delta,Canada,https://maps.google.com/?cid=8917346906041844060&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.1202334,-123.0467498,Identified,NuAge Foam Inc.,manufacturer,Exact Match (100%),Delta,Canada,https://maps.google.com/?cid=11433609101224501677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.1245358,-123.0989335,Identified,Ocean Gate Fishery Ltd,wholesaler,Nearest Business (6.8m),Richmond,Canada,https://maps.google.com/?cid=9004238062502531072&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.1690416,-122.9552401,Identified,1292 Cliveden Ave,misc,Exact Match (100%),New Westminster,Canada,https://maps.google.com/?cid=7982806155666629699&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.0042795,-122.7313794,Identified,Spady Transport Ltd,transportation service,Nearest Business (7.1m),Surrey,Canada,https://maps.google.com/?cid=406895236978910875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.2837522,-123.071628,Identified,1641 Powell St,misc,Exact Match (100%),Vancouver,Canada,https://maps.google.com/?cid=692813135062759689&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.282578,-123.1088027,Identified,SFU Goldcorp Centre for the Arts,academic department,Nearest Business (28.0m),Vancouver,Canada,https://maps.google.com/?cid=15225926429908468614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.2006562,-122.9856734,Identified,5489 Byrne Rd,misc,Exact Match (100%),Burnaby,Canada,https://maps.google.com/?cid=8349654509540038061&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.2846584,-123.1120122,Identified,555 W Hastings St,misc,Exact Match (100%),Vancouver,Canada,"https://maps.google.com/?q=555+W+Hastings+St,+Vancouver,+BC+V6B,+Canada&ftid=0x548671785f76f787:0x235d6c99a25ab53&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
49.3067085,-124.2556835,Identified,Amazing Cottage On The Ocean ~ Private Oceanside Acreage ~ Miles Of Beach!,lodging,Nearest Business (3.1m),Parksville,Canada,https://maps.google.com/?cid=11220414272224691512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.19222010000001,-123.1666612,Identified,5200 Miller Rd,misc,Exact Match (100%),Richmond,Canada,"https://maps.google.com/?q=5200+Miller+Rd,+Richmond,+BC+V7B+1K6,+Canada&ftid=0x54860b332dbc6ab1:0x65eeb2289082202f&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
48.4187907,-123.4876941,Identified,Dunsmuir Middle School,school,Nearest Business (30.3m),Victoria,Canada,https://maps.google.com/?cid=14283336651854863118&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.380604,-123.7142554,Identified,6526 Sooke Rd,misc,Exact Match (100%),Sooke,Canada,"https://maps.google.com/?q=6526+Sooke+Rd,+Sooke,+BC+V9Z+0Z1,+Canada&ftid=0x548f056c3750b479:0x9d0443f18a003c1d&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
48.3883563,-123.6963987,Identified,6218 Sooke Rd,misc,Exact Match (100%),Sooke,Canada,https://maps.google.com/?cid=51727843256308570&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
48.3708587,-123.7490306,Identified,John Muir Elementary School,primary school,Nearest Business (12.6m),Sooke,Canada,https://maps.google.com/?cid=7464582987039850780&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.3863052,-123.7164837,Identified,6522 Throup Rd,misc,Exact Match (100%),Sooke,Canada,"https://maps.google.com/?q=6522+Throup+Rd,+Sooke,+BC+V9Z+0W6,+Canada&ftid=0x548f056997fc9e01:0xd96c38cab7ac8c5&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
48.4470668,-123.5414973,Identified,3100 Constellation Ave,misc,Exact Match (100%),Langford,Canada,https://maps.google.com/?cid=295211591940993260&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
48.3877153,-123.6880145,Identified,6066 Sooke Rd,misc,Exact Match (100%),Sooke,Canada,https://maps.google.com/?cid=5541826720359436269&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
48.380319,-123.7156761,Identified,Sooke Elementary,primary school,Exact Match (100%),Sooke,Canada,https://maps.google.com/?cid=11190852317488951437&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.436454,-123.5130963,Identified,Sooke School District 62,misc,Nearest Business (16.2m),Langford,Canada,https://maps.google.com/?cid=5976682697938810033&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4504326,-123.5145278,Identified,Spencer Middle School,school,Nearest Business (40.8m),Langford,Canada,https://maps.google.com/?cid=15229405683967765926&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4367933,-123.4865265,Identified,2139 Sooke Rd,misc,Exact Match (100%),Victoria,Canada,https://maps.google.com/?cid=16982473707158262751&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
48.44981,-123.5015574,Identified,Devonshire Vape and Cigars,store,Nearest Business (45.4m),Langford,Canada,https://maps.google.com/?cid=4260172968144835424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4574299,-123.5496954,Identified,2939 Mt Wells Dr,misc,Exact Match (100%),Langford,Canada,"https://maps.google.com/?q=2939+Mt+Wells+Dr,+Victoria,+BC+V9B,+Canada&ftid=0x548f0d826c9c8b2f:0xc1854c25a6ec0690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
48.44981,-123.5015574,Identified,Devonshire Vape and Cigars,store,Nearest Business (45.4m),Langford,Canada,https://maps.google.com/?cid=4260172968144835424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.0973,-122.70426,Identified,18725 52 Ave,misc,Exact Match (100%),Surrey,Canada,https://maps.google.com/?cid=14268661239514920525&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
